fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
Dustin Hazelett,-150.0,66.6667,1,0,0,14.375,0.413,1.625,0.25,0.25,3,3,12,0,0,0,1,0,4,0,5,Orthodox,185.42,193.04,170,24,0.8,0.2,0.625,,,
Dustin Jacoby,-146.0,68.4932,0,2,1,5.4,0.48,0.0,0.32,0.25,4,6,39,0,0,0,4,6,0,0,10,Orthodox,190.5,193.04,205,37,0.6,0.4,0.625,,,
Dustin Kimura,-360.0,27.7778,1,0,0,15.5,0.31,3.0,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,135,24,1.0,0.0,0.5,,,
Dustin Neace,360.0,360.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.0,145,25,0.0,0.0,0.0,,,
Dustin Ortiz,170.0,170.0,0,2,0,38.0,0.469,0.0833,2.6667,0.304,2,5,33,0,0,3,1,3,0,0,7,Orthodox,165.1,165.1,125,29,0.42857142857142855,0.5714285714285714,0.5833333333333334,,,
Dustin Pague,135.0,135.0,3,0,0,17.4,0.566,1.8,0.6,0.4,1,4,11,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,135,26,1.0,0.0,0.2,,,
Dustin Poirier,180.0,180.0,1,0,0,5.3,0.5,1.3,1.24,0.36,5,8,73,4,1,0,6,11,4,0,22,Southpaw,175.26,182.88,155,35,0.6818181818181818,0.3181818181818182,0.7333333333333333,,,
Dustin Stoltzfus,198.0,198.0,0,1,0,3.3,0.45,1.1,2.08,0.37,1,5,18,0,0,0,1,2,1,0,4,Orthodox,182.88,190.5,185,33,0.75,0.25,0.4444444444444444,,,
Dwight Grant,115.0,115.0,2,0,0,3.29,0.36,0.0,0.61,1.0,2,4,18,0,0,2,0,2,0,0,4,Switch,185.42,193.04,185,37,0.5,0.5,0.5,,,
Dylan Andrews,-130.0,76.9231,2,0,0,14.25,0.563,0.0,1.5,0.39,2,2,7,0,0,0,0,2,0,0,2,Switch,185.42,185.42,185,35,1.0,0.0,0.5,,,
Dylan Budka,-166.0,60.241,0,1,0,1.04,0.6,0.7,3.38,0.38,1,0,3,0,0,0,1,0,0,0,1,Switch,182.88,190.5,185,24,0.0,1.0,1.0,,,
Ed Herman,195.0,195.0,0,2,0,3.33,0.49,1.2,2.2,0.48,3,11,52,1,0,1,3,4,4,0,12,Orthodox,185.42,195.58,205,39,0.6666666666666666,0.3333333333333333,0.5217391304347826,,,
Eddie Alvarez,135.0,135.0,0,1,0,53.4286,0.404,0.0,1.7143,0.25,3,3,17,2,0,2,0,2,0,0,4,Orthodox,175.26,175.26,155,34,0.5,0.5,0.5714285714285714,,,
Eddie Gordon,-370.0,27.027,1,0,0,15.0,0.525,0.0,1.0,0.5,1,1,3,1,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185,31,1.0,0.0,0.5,,,
Eddie Mendez,390.0,390.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,193.04,185,29,0.0,0.0,0.0,,,
Eddie Wineland,575.0,575.0,2,0,0,3.4,0.29,0.1,0.34,0.33,4,11,49,3,0,1,2,8,0,0,11,Orthodox,170.18,175.26,135,37,0.7272727272727273,0.2727272727272727,0.5,,,
Eddie Yagin,423.0,423.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175.0,145,33,0.0,0.0,0.0,10.0,0.38,2.0
Edgar Chairez,-270.0,37.037,0,1,0,3.65,0.45,1.3,0.0,0.0,1,3,12,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,125,30,1.0,0.0,0.4,,,
Edgar Garcia,-160.0,62.5,2,0,0,28.0,0.28,0.5,1.0,0.415,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,30,0.0,0.0,0.0,,,
Edmen Shahbazyan,-320.0,31.25,0,2,0,3.8,0.48,0.4,1.62,0.37,5,5,27,0,0,1,1,6,1,0,9,Orthodox,187.96,190.5,185,27,0.7777777777777778,0.2222222222222222,0.6428571428571429,,,
Ednaldo Oliveira,-120.0,83.3333,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,205,29,0.0,0.0,0.0,,,
Edson Barboza,360.0,360.0,2,0,0,4.14,0.44,0.1,0.43,0.5,4,13,84,0,1,1,7,9,0,0,18,Orthodox,180.34,190.5,155,39,0.5,0.5,0.5806451612903226,,,
Eduarda Moura,,,0,2,0,3.09,0.57,0.6,5.15,0.3,2,0,3,0,0,0,0,1,1,0,2,Orthodox,167.64,167.64,125,30,1.0,0.0,1.0,,,
Eduardo Garagorri,185.0,185.0,1,0,0,,,,0.79,1.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,145,31,0.0,1.0,0.5,3.75,0.54,0.0
Edward Faaloloto,540.0,540.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,185.42,177.8,155,27,0.0,0.0,0.0,17.0,0.39,0.0
Edwin Figueroa,275.0,275.0,0,2,0,36.3333,0.51,0.3333,0.0,0.0,2,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,175.26,135,28,0.5,0.5,0.6666666666666666,,,
Efrain Escudero,300.0,300.0,1,0,0,33.1818,0.463,0.7273,1.0909,0.286,2,6,29,1,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,30,0.4,0.6,0.45454545454545453,,,
Eiji Mitsuoka,435.0,435.0,1,0,0,,,,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,Southpaw,170.18,173.0,145,36,0.0,0.0,0.0,32.0,0.48,1.0
Elias Garcia,300.0,300.0,1,0,0,19.0,0.35,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Southpaw,165.1,170.18,125,26,0.0,0.0,0.0,,,
Elias Silverio,115.0,115.0,0,3,0,65.0,0.517,0.3333,2.0,0.833,3,0,9,0,0,0,2,0,1,0,3,Orthodox,180.34,185.42,155,28,0.3333333333333333,0.6666666666666666,1.0,,,
Elias Theodorou,-125.0,80.0,0,2,0,54.1111,0.416,0.0,1.4444,0.296,3,2,25,1,0,0,5,2,0,0,7,Orthodox,185.42,190.5,185,30,0.2857142857142857,0.7142857142857143,0.7777777777777778,,,
Elijah Smith,-260.0,38.4615,0,3,0,4.18,0.48,1.1,2.98,0.53,3,0,7,0,0,0,2,1,0,0,3,Orthodox,175.26,180.34,135,23,0.3333333333333333,0.6666666666666666,1.0,,,
Eliot Marshall,145.0,145.0,0,3,0,27.0,0.343,0.6667,0.3333,0.333,3,0,7,0,0,1,1,0,1,0,3,Orthodox,187.96,195.58,205,29,0.3333333333333333,0.6666666666666666,1.0,,,
Elise Reed,430.0,430.0,0,1,0,3.41,0.53,0.0,0.46,0.6,1,4,20,0,0,1,3,0,0,0,4,Orthodox,160.02,160.02,115,32,0.0,1.0,0.5,,,
Elisha Ellison,180.0,180.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,238,28,0.0,0.0,0.0,1.57,0.33,0.0
Elizabeth Phillips,130.0,130.0,1,0,0,67.0,0.24,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,0.0,0.0,0.0,,,
Elizeu Dos Santos,-122.0,81.9672,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,Orthodox,180.34,185.42,170,33,0.5714285714285714,0.42857142857142855,0.7777777777777778,,,
Elizeu Zaleski dos Santos,,,1,0,1,4.33,0.41,0.5,0.7,0.2,7,4,40,0,0,2,4,3,1,0,10,Orthodox,180.34,185.42,170,37,0.4,0.6,0.7142857142857143,,,
Elves Brener,215.0,215.0,2,0,0,4.76,0.47,0.0,0.99,0.16,3,2,13,0,0,1,0,2,0,0,3,Orthodox,177.8,182.88,155,27,0.6666666666666666,0.3333333333333333,0.6,,,
Elvis Mutapcic,-105.0,95.2381,2,0,0,51.0,0.415,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,30,0.0,0.0,0.0,,,
Emil Meek,-140.0,71.4286,1,0,0,40.0,0.405,1.5,0.5,0.25,1,1,6,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,29,0.0,1.0,0.5,,,
Emily Ducote,116.0,116.0,1,0,0,7.45,0.52,0.0,0.2,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,157.48,160.02,115,29,0.0,1.0,0.5,,,
Emily Peters Kagan,165.0,165.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,33,0.0,0.0,0.0,,,
Emily Whitmire,-125.0,80.0,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,125,30,0.5,0.5,0.4,,,
Enrique Barzola,170.0,170.0,0,1,0,3.93,0.39,0.2,4.56,0.45,4,2,24,0,0,1,5,0,0,0,6,Orthodox,170.18,177.8,145,30,0.0,1.0,0.75,,,
Enrique Marin,390.0,390.0,1,0,0,,,,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,29,0.0,0.0,0.0,27.0,0.28,0.0
Eric McConico,660.0,660.0,0,1,0,,,,0.0,0.0,1,1,5,0,0,1,0,0,0,0,1,Southpaw,182.88,195.58,185,35,0.0,1.0,0.5,2.61,0.43,0.0
Eric Nolan,610.0,610.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,27,0.0,0.0,0.0,3.14,0.39,0.0
Eric Schafer,140.0,140.0,1,0,0,15.6667,0.588,1.3333,0.8333,0.145,2,3,9,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,185,32,1.0,0.0,0.5,,,
Eric Shelton,-130.0,76.9231,0,1,0,41.2,0.416,0.2,3.4,0.448,1,3,15,0,0,1,1,0,0,0,2,Orthodox,167.64,172.72,125,28,0.0,1.0,0.4,,,
Eric Spicely,-160.0,62.5,1,0,0,7.5,0.565,0.75,0.75,0.258,2,2,5,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,31,1.0,0.0,0.5,,,
Eric Wisely,160.0,160.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,178.0,145,27,0.0,0.0,0.0,2.0,0.5,0.0
Erick Gonzalez,160.0,160.0,2,0,0,2.4,0.36,0.0,6.0,0.55,0,2,3,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,31,0.0,0.0,0.0,,,
Erick Montano,125.0,125.0,1,0,0,35.0,0.465,0.0,2.0,0.455,1,1,6,1,0,1,0,0,0,0,1,Orthodox,182.88,185.42,170,30,0.0,1.0,0.5,,,
Erick Silva,120.0,120.0,0,1,0,17.1538,0.552,0.7692,0.4615,0.185,2,6,23,0,0,0,0,2,5,0,7,Orthodox,182.88,187.96,170,32,1.0,0.0,0.5384615384615384,,,
Ericka Almeida,-120.0,83.3333,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,115,26,0.0,0.0,0.0,13.0,0.35,0.0
Erik Koch,-140.0,71.4286,2,0,0,2.33,0.42,1.0,1.02,0.42,4,6,27,0,0,0,2,3,2,0,7,Southpaw,177.8,180.34,170,30,0.7142857142857143,0.2857142857142857,0.5384615384615384,,,
Erik Perez,-240.0,41.6667,0,2,0,31.125,0.483,0.125,2.0,0.331,3,2,17,0,0,0,3,2,1,0,6,Orthodox,172.72,172.72,135,26,0.5,0.5,0.75,,,
Erik Silva,570.0,570.0,2,0,0,2.06,0.67,0.0,3.26,0.8,1,2,5,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,145,38,1.0,0.0,0.3333333333333333,,,
Erin Blanchfield,-330.0,30.303,0,1,0,5.24,0.44,0.9,1.96,0.34,6,1,24,0,0,0,4,0,3,0,7,Orthodox,162.56,167.64,125,26,0.42857142857142855,0.5714285714285714,0.875,,,
Ernest Chavez,275.0,275.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,30,0.0,0.0,0.0,,,
Ernesta Kareckaite,-270.0,37.037,1,0,0,7.28,0.42,0.0,0.75,0.6,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,125,26,0.0,1.0,0.5,,,
Eryk Anders,380.0,380.0,0,2,0,3.44,0.47,0.1,1.83,0.25,2,8,46,0,0,1,3,5,0,0,9,Southpaw,185.42,190.5,185,38,0.5555555555555556,0.4444444444444444,0.5294117647058824,,,
Esteban Ribovics,-195.0,51.2821,0,1,0,6.2,0.52,0.5,0.93,0.66,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,155,26,1.0,0.0,1.0,,,
Estevan Payan,-115.0,86.9565,2,0,0,28.5,0.375,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,32,0.0,0.0,0.0,,,
Ethyn Ewing,330.0,330.0,0,0,0,,,,3.0,0.6,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,29,0.0,0.0,0.0,5.67,0.52,0.0
Evan Dunham,185.0,185.0,2,0,1,5.35,0.39,1.0,1.83,0.33,4,8,49,0,0,3,5,2,1,0,11,Southpaw,177.8,177.8,155,38,0.2727272727272727,0.7272727272727273,0.5789473684210527,,,
Evan Elder,-215.0,46.5116,0,2,0,5.66,0.5,0.5,0.48,0.15,2,2,11,0,0,0,1,0,1,0,2,Switch,177.8,182.88,155,28,0.5,0.5,0.5,,,
Fabio Cherant,215.0,215.0,3,0,0,,,,0.0,0.0,0,3,4,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,27,0.0,0.0,0.0,1.35,0.4,0.0
Fabio Maldonado,500.0,500.0,1,0,0,69.1,0.536,0.5,0.4,0.25,3,5,26,0,0,1,2,2,0,0,5,Orthodox,185.42,190.5,205,35,0.4,0.6,0.5,,,
Fabricio Camoes,-105.0,95.2381,2,0,0,13.0,0.438,1.0,1.6,0.308,1,4,10,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,35,1.0,0.0,0.2,,,
Fabricio Werdum,260.0,260.0,2,0,0,3.61,0.52,1.1,1.71,0.31,6,9,71,3,0,0,6,6,10,0,22,Orthodox,193.04,195.58,231,42,0.7272727272727273,0.2727272727272727,0.7096774193548387,,,
Fares Ziam,122.0,122.0,0,4,0,2.87,0.52,0.5,1.73,0.4,4,2,22,0,1,1,3,1,0,0,6,Orthodox,185.42,190.5,155,27,0.16666666666666666,0.8333333333333334,0.75,,,
Farid Basharat,-575.0,17.3913,0,4,0,4.36,0.55,0.5,3.97,0.44,4,0,10,0,0,0,3,0,1,0,4,Orthodox,172.72,180.34,135,27,0.25,0.75,1.0,,,
Fatima Kline,-1100.0,9.0909,0,1,0,5.01,0.5,0.0,2.02,0.58,1,1,5,0,0,0,0,1,0,0,1,Orthodox,167.64,170.18,115,25,1.0,0.0,0.5,,,
Felice Herrig,-115.0,86.9565,3,0,0,3.84,0.37,0.8,1.08,0.28,4,4,22,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,37,0.4,0.6,0.5555555555555556,,,
Felicia Spencer,-365.0,27.3973,2,0,0,3.21,0.48,0.2,1.18,0.18,1,3,13,1,0,0,0,1,1,0,2,Orthodox,167.64,172.72,145,30,1.0,0.0,0.4,,,
Felipe Arantes,-105.0,95.2381,2,0,0,30.3636,0.497,0.6364,0.8182,0.23,2,6,28,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,30,0.6,0.4,0.45454545454545453,,,
Felipe Bunes,220.0,220.0,1,0,0,,,,1.08,0.25,1,2,6,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,125,36,1.0,0.0,0.3333333333333333,3.17,0.46,1.4
Felipe Colares,-140.0,71.4286,1,0,0,,,,1.88,0.24,1,3,15,0,0,1,1,0,0,0,2,Orthodox,172.72,175.26,145,28,0.0,1.0,0.4,2.17,0.45,0.5
Felipe Franco,570.0,570.0,1,0,0,,,,3.02,0.37,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,205,25,0.0,0.0,0.0,1.81,0.5,0.0
Felipe Lima,-174.0,57.4713,0,2,0,,,,2.18,0.27,2,0,6,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,27,0.5,0.5,1.0,2.86,0.45,0.7
Felipe Olivieri,135.0,135.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,30,0.0,0.0,0.0,,,
Felipe Silva,-325.0,30.7692,1,0,0,,,,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,155,34,1.0,0.0,0.5,5.5,0.22,0.0
Felipe dos Santos,140.0,140.0,0,1,0,3.87,0.37,0.3,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,177.8,125,23,0.0,1.0,0.5,,,
Feng Xiaocan,-490.0,20.4082,0,2,0,,,,1.08,1.0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,115,22,0.5,0.5,1.0,5.43,0.5,0.0
Fernando Bruno,145.0,145.0,1,0,0,,,,2.0,0.18,0,1,3,1,0,0,0,0,0,0,0,Southpaw,167.64,177.8,145,34,0.0,0.0,0.0,20.0,0.62,0.0
Fernando Padilla,-180.0,55.5556,1,0,0,6.48,0.42,0.8,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,145,27,1.0,0.0,0.5,,,
Fernie Garcia,,,3,0,0,2.04,0.34,0.6,0.28,0.5,1,3,10,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,135,31,1.0,0.0,0.25,,,
Filip Pejic,-110.0,90.9091,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,23,0.0,0.0,0.0,,,
Forrest Griffin,-300.0,33.3333,1,0,0,50.7857,0.36,0.5714,0.7143,0.209,3,5,34,3,0,1,5,1,2,0,9,Orthodox,190.5,195.58,205,33,0.3333333333333333,0.6666666666666666,0.6428571428571429,,,
Forrest Petz,170.0,170.0,1,0,0,32.4,0.324,0.0,1.2,0.2,1,3,13,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,34,0.0,1.0,0.4,,,
Francimar Barroso,125.0,125.0,0,1,0,31.4286,0.45,0.0,2.1429,0.247,2,3,18,0,0,0,4,0,0,0,4,Orthodox,185.42,190.5,205,37,0.0,1.0,0.5714285714285714,,,
Francis Carmont,-210.0,47.619,2,0,0,25.75,0.464,0.625,1.625,0.366,6,2,22,0,0,1,3,0,2,0,6,Orthodox,190.5,198.12,205,32,0.3333333333333333,0.6666666666666666,0.75,,,
Francis Marshall,-130.0,76.9231,1,0,0,3.69,0.34,0.5,2.68,0.41,2,1,8,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,145,24,0.5,0.5,0.6666666666666666,,,
Francis Ngannou,135.0,135.0,0,5,0,2.33,0.41,0.3,0.76,0.62,6,2,22,2,0,0,0,10,1,0,11,Orthodox,193.04,210.82,250,35,1.0,0.0,0.8461538461538461,,,
Francisco Figueiredo,-310.0,32.2581,0,1,0,1.9,0.58,0.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,31,0.0,1.0,1.0,,,
Francisco Prado,,,2,0,0,4.09,0.43,0.5,0.94,0.19,1,3,10,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,170,23,1.0,0.0,0.25,,,
Francisco Rivera,130.0,130.0,2,0,0,36.6,0.442,0.4,0.7,0.275,2,6,21,0,0,0,1,3,0,0,4,Orthodox,172.72,172.72,135,34,0.75,0.25,0.4,,,
Francisco Trevino,375.0,375.0,1,0,0,40.5,0.425,0.0,1.0,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,33,0.0,1.0,0.5,,,
Francisco Trinaldo,110.0,110.0,0,1,0,3.13,0.45,0.5,0.98,0.42,7,7,62,0,0,2,8,5,2,0,17,Southpaw,175.26,177.8,170,43,0.4117647058823529,0.5882352941176471,0.7083333333333334,,,
Frank Camacho,115.0,115.0,2,0,0,6.56,0.46,0.0,1.11,0.31,1,5,15,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,155,32,0.5,0.5,0.2857142857142857,,,
Frank Mir,165.0,165.0,0,1,0,12.4167,0.498,0.875,0.8333,0.285,4,9,38,5,0,0,2,4,8,0,15,Southpaw,190.5,200.66,264,36,0.8,0.13333333333333333,0.625,,,
Frankie Edgar,210.0,210.0,2,0,1,3.77,0.4,0.3,2.29,0.31,5,10,98,9,0,1,10,5,2,0,18,Orthodox,167.64,172.72,135,41,0.3888888888888889,0.6111111111111112,0.6428571428571429,,,
Frankie Perez,300.0,300.0,1,0,0,16.0,0.533,0.3333,0.6667,0.193,1,2,7,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,155,28,1.0,0.0,0.3333333333333333,,,
Frankie Saenz,200.0,200.0,1,0,0,3.97,0.46,0.1,1.77,0.32,3,4,25,0,0,2,3,0,0,0,5,Orthodox,167.64,167.64,135,39,0.0,1.0,0.5555555555555556,,,
Fredson Paixao,-190.0,52.6316,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,145,31,0.0,0.0,0.0,,,
Fredy Serrano,105.0,105.0,1,0,0,,,,2.6667,0.367,2,1,7,0,0,0,0,2,0,0,2,Orthodox,160.02,165.1,125,37,1.0,0.0,0.6666666666666666,15.0,0.387,0.0
Gabe Green,158.0,158.0,2,0,0,5.6,0.45,0.5,0.71,0.5,2,3,12,0,0,0,1,1,0,0,2,Switch,177.8,185.42,155,32,0.5,0.5,0.4,,,
Gabe Ruediger,180.0,180.0,2,0,0,,,,1.0,0.08,0,2,3,0,0,0,0,0,0,0,0,Orthodox,177.8,178.0,155,33,0.0,0.0,0.0,4.0,0.21,0.0
Gabriel Benitez,190.0,190.0,1,0,0,5.26,0.41,0.9,0.22,0.5,2,7,29,0,0,0,2,3,2,0,7,Southpaw,172.72,180.34,155,35,0.7142857142857143,0.2857142857142857,0.5,,,
Gabriel Bonfim,-164.0,60.9756,0,3,0,4.61,0.46,1.4,3.6,0.55,3,1,13,0,0,1,1,0,4,0,6,Orthodox,185.42,182.88,170,28,0.6666666666666666,0.3333333333333333,0.8571428571428571,,,
Gabriel Gonzaga,120.0,120.0,3,0,0,13.4,0.546,0.55,1.05,0.427,4,9,33,1,0,0,0,7,4,0,11,Orthodox,187.96,193.04,242,36,1.0,0.0,0.55,,,
Gabriel Miranda,370.0,370.0,1,0,0,,,,4.75,0.38,1,2,5,0,0,0,0,0,1,0,1,Orthodox,180.34,180.34,145,35,1.0,0.0,0.3333333333333333,3.23,0.43,1.9
Gabriel Santos,-225.0,44.4444,0,1,0,,,,3.8,0.54,1,2,8,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,145,28,0.0,1.0,0.3333333333333333,4.35,0.6,1.2
Gabriel Silva,-130.0,76.9231,1,0,0,0.53,0.5,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,135,25,0.0,0.0,0.0,,,
Gabriella Fernandes,-450.0,22.2222,0,2,0,3.51,0.46,0.2,0.42,0.18,2,2,11,0,0,1,0,0,1,0,2,Southpaw,167.64,167.64,125,31,0.5,0.5,0.5,,,
Gadzhi Omargadzhiev,120.0,120.0,1,0,0,,,,1.35,0.3,1,1,4,0,0,0,0,0,1,0,1,Switch,185.42,180.34,170,29,1.0,0.0,0.5,1.8,0.39,0.5
Gadzhimurad Antigulov,277.0,277.0,3,0,0,2.89,0.56,2.8,8.4,0.42,2,3,5,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205,33,1.0,0.0,0.4,,,
Gaetano Pirrello,225.0,225.0,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,29,0.0,0.0,0.0,0.99,0.55,0.0
Galore Bofando,125.0,125.0,0,1,0,,,,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Switch,180.34,182.88,170,35,1.0,0.0,1.0,10.0,0.4,0.0
Garett Whiteley,210.0,210.0,2,0,0,,,,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,33,0.0,0.0,0.0,25.5,0.43,1.0
Garreth McLellan,280.0,280.0,2,0,0,44.75,0.525,0.75,1.0,0.163,1,3,11,0,0,0,0,1,0,0,1,Southpaw,185.42,182.88,185,34,1.0,0.0,0.25,,,
Garrett Armfield,,,1,0,0,,,,1.1,0.5,2,2,9,0,0,0,1,1,0,0,2,Orthodox,167.64,177.8,135,28,0.5,0.5,0.5,5.35,0.53,0.6
Gasan Umalatov,-130.0,76.9231,1,0,0,,,,1.0,0.13,1,2,9,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,33,0.0,1.0,0.3333333333333333,32.0,0.403,0.0
Gaston Bolanos,-126.0,79.3651,0,1,0,3.28,0.49,0.0,0.66,1.0,1,1,8,0,0,0,2,0,0,0,2,Orthodox,170.18,175.26,145,32,0.0,1.0,0.6666666666666666,,,
Gauge Young,-138.0,72.4638,2,0,0,,,,1.0,0.3,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,25,0.0,0.0,0.0,5.71,0.51,0.0
Gavin Tucker,165.0,165.0,0,3,0,4.4,0.45,1.5,3.0,0.42,3,1,2,0,0,0,0,0,0,0,4,Southpaw,167.64,167.64,145,34,0.0,0.0,0.8,,,
Geane Herrera,120.0,120.0,1,0,0,,,,0.6667,0.5,1,2,8,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,125,26,1.0,0.0,0.3333333333333333,20.0,0.46,0.6667
Gegard Mousasi,-560.0,17.8571,0,3,0,39.6,0.505,0.3,0.8,0.325,3,3,24,0,0,0,3,3,1,0,7,Orthodox,187.96,193.04,185,31,0.5714285714285714,0.42857142857142855,0.7,,,
Genaro Valdez,245.0,245.0,2,0,0,,,,1.54,0.44,1,2,6,0,0,0,0,1,0,0,1,Orthodox,175.26,182.88,155,31,1.0,0.0,0.3333333333333333,4.08,0.3,0.4
Geoff Neal,-215.0,46.5116,1,0,0,5.02,0.5,0.1,0.54,0.45,6,5,32,0,0,1,1,6,1,0,9,Southpaw,180.34,190.5,170,35,0.7777777777777778,0.2222222222222222,0.6428571428571429,,,
George Roop,-185.0,54.0541,0,1,0,37.6364,0.37,0.0909,0.7273,0.355,2,6,27,0,0,1,2,2,0,0,5,Orthodox,185.42,182.88,135,32,0.4,0.6,0.45454545454545453,,,
George Sotiropoulos,135.0,135.0,3,0,0,23.1,0.329,1.2,1.6,0.394,7,3,22,0,0,0,2,1,4,0,7,Orthodox,177.8,180.34,155,36,0.7142857142857143,0.2857142857142857,0.7,,,
George Sullivan,-115.0,86.9565,0,1,0,49.25,0.453,0.75,1.25,0.41,2,1,11,0,0,0,2,1,0,0,3,Orthodox,182.88,185.42,170,34,0.3333333333333333,0.6666666666666666,0.75,,,
